,genes,Approved symbol,all_symbols,Previous symbols,Alias symbols,cce_genes_symbols,symbol_updated,CCE_symbol,Hugo_symbol,Previous_symbol,pathway_genes_cce,pathway_genes_hugo,duplicated,Final_symbol
7927,GPT,GPT,"GPT, NA, ALT1, ALT, GPT1, SGPT",NA,"ALT1, ALT, GPT1, SGPT",GPT,False,GPT,GPT,,GPT,GPT,True,GPT
7925,GPT2,GPT2,"GPT2, NA, ALT2",NA,ALT2,GPT2,False,GPT2,GPT2,,GPT2,GPT2,False,GPT2
7928,GPX1,GPX1,"GPX1, NA, NA",NA,NA,GPX1,False,GPX1,GPX1,,GPX1,GPX1,False,GPX1
7929,GPX2,GPX2,"GPX2, NA, GSHPX-GI",NA,GSHPX-GI,GPX2,False,GPX2,GPX2,,GPX2,GPX2,False,GPX2
7930,GPX3,GPX3,"GPX3, NA, NA",NA,NA,GPX3,False,GPX3,GPX3,,GPX3,GPX3,False,GPX3
7931,GPX4,GPX4,"GPX4, NA, PHGPx, MCSP",NA,"PHGPx, MCSP",GPX4,False,GPX4,GPX4,,GPX4,GPX4,False,GPX4
7932,GPX5,GPX5,"GPX5, NA, NA",NA,NA,GPX5,False,GPX5,GPX5,,GPX5,GPX5,False,GPX5
7933,GPX6,GPX6,"GPX6, GPXP3, NA",GPXP3,NA,GPX6,False,GPX6,GPX6,,GPX6,GPX6,False,GPX6
7934,GPX7,GPX7,"GPX7, NA, FLJ14777, GPX6, NPGPx",NA,"FLJ14777, GPX6, NPGPx",GPX7,True,GPX7,GPX7,GPX7,GPX7,GPX7,False,GPX7
7935,GPX8,GPX8,"GPX8, NA, UNQ847, EPLA847",NA,"UNQ847, EPLA847",GPX8,False,GPX8,GPX8,,GPX8,GPX8,False,GPX8
7936,GRAMD1A,GRAMD1A,"GRAMD1A, KIAA1533, FLJ90346",KIAA1533,FLJ90346,GRAMD1A,False,GRAMD1A,GRAMD1A,,,,False,GRAMD1A
7937,GRAMD1B,GRAMD1B,"GRAMD1B, LINC01059, KIAA1201",LINC01059,KIAA1201,GRAMD1B,False,GRAMD1B,GRAMD1B,,,,False,GRAMD1B
7938,GRAMD1C,GRAMD1C,"GRAMD1C, NA, DKFZp434C0328",NA,DKFZp434C0328,GRAMD1C,False,GRAMD1C,GRAMD1C,,,,False,GRAMD1C
7939,GRAMD2,GRAMD2A,"GRAMD2A, GRAMD2, NA",GRAMD2,NA,GRAMD2,True,GRAMD2,GRAMD2A,GRAMD2,,,False,GRAMD2
7940,GRAMD3,GRAMD2B,"GRAMD2B, GRAMD3, NS3TP2, FLJ21313",GRAMD3,"NS3TP2, FLJ21313",GRAMD3,True,GRAMD3,GRAMD2B,GRAMD3,,,False,GRAMD3
7941,GRAMD4,GRAMD4,"GRAMD4, NA, KIAA0767, DIP",NA,"KIAA0767, DIP",GRAMD4,False,GRAMD4,GRAMD4,,,,False,GRAMD4
7942,GRAP,GRAP,"GRAP, NA, NA",NA,NA,GRAP,False,GRAP,GRAP,,GRAP,GRAP,False,GRAP
7943,GRAP2,GRAP2,"GRAP2, NA, Grf40, GrbX, GRBLG, GADS, Mona",NA,"Grf40, GrbX, GRBLG, GADS, Mona",GRAP2,False,GRAP2,GRAP2,,GRAP2,GRAP2,False,GRAP2
7944,GRAPL,GRAPL,"GRAPL, NA, NA",NA,NA,GRAPL,False,GRAPL,GRAPL,,,,False,GRAPL
7945,GRASP,TAMALIN,"TAMALIN, GRASP, NA",GRASP,NA,GRASP,True,GRASP,TAMALIN,GRASP,,,False,GRASP
633,GRB10,GRB10,"GRB10, NA, NA",NA,NA,GRB10,False,GRB10,GRB10,,GRB10,GRB10,False,GRB10
7946,GRB14,GRB14,"GRB14, NA, NA",NA,NA,GRB14,False,GRB14,GRB14,,GRB14,GRB14,False,GRB14
7947,GRB2,GRB2,"GRB2, NA, NCKAP2",NA,NCKAP2,GRB2,False,GRB2,GRB2,,GRB2,GRB2,False,GRB2
7948,GRB7,GRB7,"GRB7, NA, NA",NA,NA,GRB7,False,GRB7,GRB7,,GRB7,GRB7,False,GRB7
7949,GREB1,GREB1,"GREB1, NA, KIAA0575",NA,KIAA0575,GREB1,False,GREB1,GREB1,,GREB1,GREB1,False,GREB1
7950,GREB1L,GREB1L,"GREB1L, KIAA1772, FLJ13687, C18orf6",KIAA1772,"FLJ13687, C18orf6",GREB1L,False,GREB1L,GREB1L,,,,False,GREB1L
7951,GREM1,GREM1,"GREM1, CKTSF1B1, CRAC1, DRM, gremlin, DAND2, HMPS","CKTSF1B1, CRAC1","DRM, gremlin, DAND2, HMPS",GREM1,False,GREM1,GREM1,,,,False,GREM1
7952,GREM2,GREM2,"GREM2, NA, Prdc, FLJ21195, CKTSF1B2, DAND3",NA,"Prdc, FLJ21195, CKTSF1B2, DAND3",GREM2,False,GREM2,GREM2,,GREM2,GREM2,False,GREM2
7953,GRHL1,GRHL1,"GRHL1, TFCP2L2, LBP-32, MGR",TFCP2L2,"LBP-32, MGR",GRHL1,False,GRHL1,GRHL1,,GRHL1,GRHL1,False,GRHL1
7954,GRHL2,GRHL2,"GRHL2, DFNA28, TFCP2L3, FLJ13782, BOM","DFNA28, TFCP2L3","FLJ13782, BOM",GRHL2,False,GRHL2,GRHL2,,,,False,GRHL2
7955,GRHL3,GRHL3,"GRHL3, TFCP2L4, SOM",TFCP2L4,SOM,GRHL3,False,GRHL3,GRHL3,,,,False,GRHL3
7956,GRHPR,GRHPR,"GRHPR, GLXR, PH2",GLXR,PH2,GRHPR,False,GRHPR,GRHPR,,GRHPR,GRHPR,False,GRHPR
7957,GRIA1,GRIA1,"GRIA1, GLUR1, GluA1, GLURA",GLUR1,"GluA1, GLURA",GRIA1,False,GRIA1,GRIA1,,GRIA1,GRIA1,False,GRIA1
7958,GRIA2,GRIA2,"GRIA2, GLUR2, GluA2, GLURB",GLUR2,"GluA2, GLURB",GRIA2,False,GRIA2,GRIA2,,GRIA2,GRIA2,False,GRIA2
7959,GRIA3,GRIA3,"GRIA3, GLUR3, GluA3, GLURC, MRX94",GLUR3,"GluA3, GLURC, MRX94",GRIA3,False,GRIA3,GRIA3,,GRIA3,GRIA3,False,GRIA3
7960,GRIA4,GRIA4,"GRIA4, GLUR4, GluA4, GLURD",GLUR4,"GluA4, GLURD",GRIA4,False,GRIA4,GRIA4,,GRIA4,GRIA4,False,GRIA4
7961,GRID1,GRID1,"GRID1, NA, GluD1, KIAA1220",NA,"GluD1, KIAA1220",GRID1,False,GRID1,GRID1,,,,False,GRID1
634,GRID2,GRID2,"GRID2, NA, GluD2, GluR-delta-2",NA,"GluD2, GluR-delta-2",GRID2,False,GRID2,GRID2,,,,False,GRID2
7962,GRID2IP,GRID2IP,"GRID2IP, NA, NA",NA,NA,GRID2IP,False,GRID2IP,GRID2IP,,,,False,GRID2IP
7963,GRIK1,GRIK1,"GRIK1, GLUR5, GluK1",GLUR5,GluK1,GRIK1,False,GRIK1,GRIK1,,GRIK1,GRIK1,False,GRIK1
7964,GRIK2,GRIK2,"GRIK2, GLUR6, GluK2, MRT6",GLUR6,"GluK2, MRT6",GRIK2,False,GRIK2,GRIK2,,GRIK2,GRIK2,False,GRIK2
7965,GRIK3,GRIK3,"GRIK3, NA, GluK3, GLUR7",NA,"GluK3, GLUR7",GRIK3,False,GRIK3,GRIK3,,GRIK3,GRIK3,False,GRIK3
7966,GRIK4,GRIK4,"GRIK4, GRIK, GluK4, KA1",GRIK,"GluK4, KA1",GRIK4,False,GRIK4,GRIK4,,GRIK4,GRIK4,False,GRIK4
7967,GRIK5,GRIK5,"GRIK5, GRIK2, GluK5, KA2",GRIK2,"GluK5, KA2",GRIK5,True,GRIK5,GRIK5,GRIK5,GRIK5,GRIK5,False,GRIK5
7969,GRIN1,GRIN1,"GRIN1, NMDAR1, GluN1",NMDAR1,GluN1,GRIN1,False,GRIN1,GRIN1,,GRIN1,GRIN1,True,GRIN1
207,GRIN2A,GRIN2A,"GRIN2A, NMDAR2A, GluN2A",NMDAR2A,GluN2A,GRIN2A,False,GRIN2A,GRIN2A,,GRIN2A,GRIN2A,False,GRIN2A
7970,GRIN2B,GRIN2B,"GRIN2B, NMDAR2B, GluN2B",NMDAR2B,GluN2B,GRIN2B,False,GRIN2B,GRIN2B,,GRIN2B,GRIN2B,False,GRIN2B
7971,GRIN2C,GRIN2C,"GRIN2C, NMDAR2C, GluN2C",NMDAR2C,GluN2C,GRIN2C,False,GRIN2C,GRIN2C,,GRIN2C,GRIN2C,False,GRIN2C
7972,GRIN2D,GRIN2D,"GRIN2D, NMDAR2D, GluN2D, EB11, NR2D",NMDAR2D,"GluN2D, EB11, NR2D",GRIN2D,False,GRIN2D,GRIN2D,,GRIN2D,GRIN2D,False,GRIN2D
7973,GRIN3A,GRIN3A,"GRIN3A, NA, GluN3A",NA,GluN3A,GRIN3A,False,GRIN3A,GRIN3A,,GRIN3A,GRIN3A,False,GRIN3A
7974,GRIN3B,GRIN3B,"GRIN3B, NA, GluN3B",NA,GluN3B,GRIN3B,False,GRIN3B,GRIN3B,,GRIN3B,GRIN3B,False,GRIN3B
7975,GRINA,GRINA,"GRINA, NMDARA1, HNRGW, TMBIM3, LFG1",NMDARA1,"HNRGW, TMBIM3, LFG1",GRINA,False,GRINA,GRINA,,,,False,GRINA
7976,GRINL1A,POLR2M,"POLR2M, GRINL1A, Gdown, Gdown1",GRINL1A,"Gdown, Gdown1",GRINL1A,True,GRINL1A,POLR2M,GRINL1A,,,False,GRINL1A
7977,GRIP1,GRIP1,"GRIP1, NA, NA",NA,NA,GRIP1,False,GRIP1,GRIP1,,GRIP1,GRIP1,True,GRIP1
7979,GRIP2,GRIP2,"GRIP2, NA, KIAA1719",NA,KIAA1719,GRIP2,False,GRIP2,GRIP2,,GRIP2,GRIP2,False,GRIP2
7980,GRIPAP1,GRIPAP1,"GRIPAP1, NA, GRASP-1, GRASP1, KIAA1167, MPMGp800B12492Q3, DKFZp434P0630",NA,"GRASP-1, GRASP1, KIAA1167, MPMGp800B12492Q3, DKFZp434P0630",GRIPAP1,False,GRIPAP1,GRIPAP1,,,,False,GRIPAP1
7981,GRK1,GRK1,"GRK1, RHOK, GPRK1, RK",RHOK,"GPRK1, RK",GRK1,False,GRK1,GRK1,,GRK1,GRK1,False,GRK1
7982,GRK4,GRK4,"GRK4, GPRK2L, GPRK4",GPRK2L,GPRK4,GRK4,False,GRK4,GRK4,,GRK4,GRK4,False,GRK4
7983,GRK5,GRK5,"GRK5, GPRK5, NA",GPRK5,NA,GRK5,False,GRK5,GRK5,,GRK5,GRK5,False,GRK5
7984,GRK6,GRK6,"GRK6, GPRK6, NA",GPRK6,NA,GRK6,False,GRK6,GRK6,,GRK6,GRK6,False,GRK6
7985,GRK7,GRK7,"GRK7, GPRK7, NA",GPRK7,NA,GRK7,False,GRK7,GRK7,,GRK7,GRK7,False,GRK7
7986,GRLF1,ARHGAP35,"ARHGAP35, GRLF1, GRF-1, p190ARhoGAP, P190A, KIAA1722, p190RhoGAP",GRLF1,"GRF-1, p190ARhoGAP, P190A, KIAA1722, p190RhoGAP",GRLF1,True,GRLF1,ARHGAP35,GRLF1,,ARHGAP35,False,ARHGAP35
7987,GRM1,GRM1,"GRM1, NA, GPRC1A, mGlu1, MGLUR1, PPP1R85",NA,"GPRC1A, mGlu1, MGLUR1, PPP1R85",GRM1,False,GRM1,GRM1,,GRM1,GRM1,False,GRM1
7988,GRM2,GRM2,"GRM2, NA, GPRC1B, mGlu2, MGLUR2",NA,"GPRC1B, mGlu2, MGLUR2",GRM2,False,GRM2,GRM2,,GRM2,GRM2,False,GRM2
208,GRM3,GRM3,"GRM3, NA, GPRC1C, mGlu3, MGLUR3",NA,"GPRC1C, mGlu3, MGLUR3",GRM3,False,GRM3,GRM3,,GRM3,GRM3,False,GRM3
7989,GRM4,GRM4,"GRM4, NA, GPRC1D, mGlu4, MGLUR4",NA,"GPRC1D, mGlu4, MGLUR4",GRM4,False,GRM4,GRM4,,GRM4,GRM4,False,GRM4
7990,GRM5,GRM5,"GRM5, NA, MGLUR5, GPRC1E, mGlu5, PPP1R86",NA,"MGLUR5, GPRC1E, mGlu5, PPP1R86",GRM5,False,GRM5,GRM5,,GRM5,GRM5,False,GRM5
7991,GRM6,GRM6,"GRM6, NA, GPRC1F, mGlu6, MGLUR6, CSNB1B",NA,"GPRC1F, mGlu6, MGLUR6, CSNB1B",GRM6,False,GRM6,GRM6,,GRM6,GRM6,False,GRM6
7992,GRM7,GRM7,"GRM7, NA, GLUR7, GPRC1G, mGlu7, MGLUR7, PPP1R87",NA,"GLUR7, GPRC1G, mGlu7, MGLUR7, PPP1R87",GRM7,False,GRM7,GRM7,,GRM7,GRM7,False,GRM7
7993,GRM8,GRM8,"GRM8, NA, GLUR8, GPRC1H, mGlu8, MGLUR8",NA,"GLUR8, GPRC1H, mGlu8, MGLUR8",GRM8,False,GRM8,GRM8,,GRM8,GRM8,False,GRM8
7994,GRN,GRN,"GRN, NA, PCDGF, PGRN, CLN11",NA,"PCDGF, PGRN, CLN11",GRN,False,GRN,GRN,,GRN,GRN,False,GRN
7995,GRP,GRP,"GRP, NA, NA",NA,NA,GRP,False,GRP,GRP,,GRP,GRP,False,GRP
7996,GRPEL1,GRPEL1,"GRPEL1, NA, FLJ25609, GrpE, hMGE",NA,"FLJ25609, GrpE, hMGE",GRPEL1,False,GRPEL1,GRPEL1,,GRPEL1,GRPEL1,False,GRPEL1
7997,GRPEL2,GRPEL2,"GRPEL2, NA, DKFZp451C205, Mt-GrpE#2, FLJ23713",NA,"DKFZp451C205, Mt-GrpE#2, FLJ23713",GRPEL2,False,GRPEL2,GRPEL2,,GRPEL2,GRPEL2,False,GRPEL2
7998,GRPR,GRPR,"GRPR, NA, BB2, BB2R, BRS2",NA,"BB2, BB2R, BRS2",GRPR,False,GRPR,GRPR,,GRPR,GRPR,False,GRPR
7999,GRRP1,FAM110D,"FAM110D, GRRP1, FLJ14050",GRRP1,FLJ14050,GRRP1,True,GRRP1,FAM110D,GRRP1,,,False,GRRP1
8000,GRSF1,GRSF1,"GRSF1, NA, NA",NA,NA,GRSF1,False,GRSF1,GRSF1,,GRSF1,GRSF1,False,GRSF1
8001,GRTP1,GRTP1,"GRTP1, NA, FLJ22474, TBC1D6",NA,"FLJ22474, TBC1D6",GRTP1,False,GRTP1,GRTP1,,,,False,GRTP1
8002,GRWD1,GRWD1,"GRWD1, NA, WDR28, GRWD, RRB1",NA,"WDR28, GRWD, RRB1",GRWD1,False,GRWD1,GRWD1,,,,False,GRWD1
8003,GRXCR1,GRXCR1,"GRXCR1, DFNB25, PPP1R88",DFNB25,PPP1R88,GRXCR1,False,GRXCR1,GRXCR1,,GRXCR1,GRXCR1,False,GRXCR1
8004,GRXCR2,GRXCR2,"GRXCR2, NA, DFNB101",NA,DFNB101,GRXCR2,False,GRXCR2,GRXCR2,,GRXCR2,GRXCR2,False,GRXCR2
8005,GSC,GSC,"GSC, NA, NA",NA,NA,GSC,False,GSC,GSC,,GSC,GSC,False,GSC
8006,GSC2,GSC2,"GSC2, GSCL, NA",GSCL,NA,GSC2,False,GSC2,GSC2,,,,False,GSC2
8007,GSDMA,GSDMA,"GSDMA, GSDM, GSDM1, FLJ39120","GSDM, GSDM1",FLJ39120,GSDMA,False,GSDMA,GSDMA,,,,False,GSDMA
8008,GSDMB,GSDMB,"GSDMB, GSDML, PRO2521",GSDML,PRO2521,GSDMB,False,GSDMB,GSDMB,,,,False,GSDMB
8009,GSDMC,GSDMC,"GSDMC, MLZE, NA",MLZE,NA,GSDMC,False,GSDMC,GSDMC,,,,False,GSDMC
8010,GSDMD,GSDMD,"GSDMD, GSDMDC1, FLJ12150, DF5L",GSDMDC1,"FLJ12150, DF5L",GSDMD,False,GSDMD,GSDMD,,GSDMD,GSDMD,False,GSDMD
8011,GSG1,GSG1,"GSG1, NA, MGC3146",NA,MGC3146,GSG1,False,GSG1,GSG1,,,,False,GSG1
8012,GSG1L,GSG1L,"GSG1L, NA, MGC18079, PRO19651, KTSR5831",NA,"MGC18079, PRO19651, KTSR5831",GSG1L,False,GSG1L,GSG1L,,,,False,GSG1L
8013,GSG2,HASPIN,"HASPIN, GSG2, NA",GSG2,NA,GSG2,True,GSG2,HASPIN,GSG2,,,False,GSG2
8014,GSK3A,GSK3A,"GSK3A, NA, NA",NA,NA,GSK3A,False,GSK3A,GSK3A,,GSK3A,GSK3A,False,GSK3A
8015,GSK3B,GSK3B,"GSK3B, NA, NA",NA,NA,GSK3B,False,GSK3B,GSK3B,,GSK3B,GSK3B,False,GSK3B
8016,GSN,GSN,"GSN, NA, DKFZp313L0718",NA,DKFZp313L0718,GSN,False,GSN,GSN,,GSN,GSN,False,GSN
8017,GSPT1,GSPT1,"GSPT1, NA, GST1, ETF3A, eRF3a",NA,"GST1, ETF3A, eRF3a",GSPT1,False,GSPT1,GSPT1,,GSPT1,GSPT1,False,GSPT1
8018,GSPT2,GSPT2,"GSPT2, NA, eRF3b, FLJ10441",NA,"eRF3b, FLJ10441",GSPT2,False,GSPT2,GSPT2,,GSPT2,GSPT2,False,GSPT2
8019,GSR,GSR,"GSR, NA, NA",NA,NA,GSR,False,GSR,GSR,,GSR,GSR,False,GSR
8020,GSS,GSS,"GSS, NA, NA",NA,NA,GSS,False,GSS,GSS,,GSS,GSS,False,GSS
8021,GSTA1,GSTA1,"GSTA1, NA, NA",NA,NA,GSTA1,False,GSTA1,GSTA1,,GSTA1,GSTA1,False,GSTA1
8022,GSTA2,GSTA2,"GSTA2, GST2, NA",GST2,NA,GSTA2,False,GSTA2,GSTA2,,GSTA2,GSTA2,False,GSTA2
8023,GSTA3,GSTA3,"GSTA3, NA, NA",NA,NA,GSTA3,False,GSTA3,GSTA3,,GSTA3,GSTA3,False,GSTA3
8024,GSTA4,GSTA4,"GSTA4, NA, NA",NA,NA,GSTA4,False,GSTA4,GSTA4,,GSTA4,GSTA4,False,GSTA4
8025,GSTA5,GSTA5,"GSTA5, NA, NA",NA,NA,GSTA5,False,GSTA5,GSTA5,,GSTA5,GSTA5,False,GSTA5
8026,GSTCD,GSTCD,"GSTCD, NA, FLJ13273",NA,FLJ13273,GSTCD,False,GSTCD,GSTCD,,,,False,GSTCD
8027,GSTK1,GSTK1,"GSTK1, NA, GST13",NA,GST13,GSTK1,False,GSTK1,GSTK1,,GSTK1,GSTK1,False,GSTK1
8028,GSTM1,GSTM1,"GSTM1, GST1, MU, H-B",GST1,"MU, H-B",GSTM1,False,GSTM1,GSTM1,,GSTM1,GSTM1,False,GSTM1
8029,GSTM2,GSTM2,"GSTM2, NA, GST4",NA,GST4,GSTM2,False,GSTM2,GSTM2,,GSTM2,GSTM2,False,GSTM2
8030,GSTM2P1,,,,,,,GSTM2P1,,,,,False,GSTM2P1
8031,GSTM3,GSTM3,"GSTM3, NA, GST5",NA,GST5,GSTM3,False,GSTM3,GSTM3,,GSTM3,GSTM3,False,GSTM3
8032,GSTM4,GSTM4,"GSTM4, NA, NA",NA,NA,GSTM4,False,GSTM4,GSTM4,,GSTM4,GSTM4,False,GSTM4
8033,GSTM5,GSTM5,"GSTM5, NA, NA",NA,NA,GSTM5,False,GSTM5,GSTM5,,GSTM5,GSTM5,False,GSTM5
8034,GSTO1,GSTO1,"GSTO1, NA, GSTTLp28, P28",NA,"GSTTLp28, P28",GSTO1,False,GSTO1,GSTO1,,GSTO1,GSTO1,False,GSTO1
8035,GSTO2,GSTO2,"GSTO2, NA, NA",NA,NA,GSTO2,False,GSTO2,GSTO2,,GSTO2,GSTO2,False,GSTO2
8036,GSTP1,GSTP1,"GSTP1, FAEES3, GST3, GSTP","FAEES3, GST3",GSTP,GSTP1,False,GSTP1,GSTP1,,GSTP1,GSTP1,False,GSTP1
8037,GSTT1,GSTT1,"GSTT1, NA, NA",NA,NA,GSTT1,False,GSTT1,GSTT1,,GSTT1,GSTT1,False,GSTT1
8038,GSTT2,GSTT2,"GSTT2, NA, NA",NA,NA,GSTT2,False,GSTT2,GSTT2,,GSTT2,GSTT2,False,GSTT2
8039,GSTTP1,GSTT4,"GSTT4, GSTTP1, HS322B1A",GSTTP1,HS322B1A,GSTTP1,True,GSTTP1,GSTT4,GSTTP1,,,False,GSTTP1
8040,GSTTP2,,,,,,,GSTTP2,,,,,False,GSTTP2
8041,GSTZ1,GSTZ1,"GSTZ1, NA, GSTZ1-1, MAAI, MAI",NA,"GSTZ1-1, MAAI, MAI",GSTZ1,False,GSTZ1,GSTZ1,,GSTZ1,GSTZ1,False,GSTZ1
8042,GSX1,GSX1,"GSX1, GSH1, Gsh-1",GSH1,Gsh-1,GSX1,False,GSX1,GSX1,,,,False,GSX1
8043,GSX2,GSX2,"GSX2, NA, Gsh2",NA,Gsh2,GSX2,False,GSX2,GSX2,,,,False,GSX2
8044,GTDC1,GTDC1,"GTDC1, NA, FLJ11753, Hmat-Xa",NA,"FLJ11753, Hmat-Xa",GTDC1,False,GTDC1,GTDC1,,,,False,GTDC1
8045,GTF2A1,GTF2A1,"GTF2A1, NA, TFIIA",NA,TFIIA,GTF2A1,False,GTF2A1,GTF2A1,,GTF2A1,GTF2A1,False,GTF2A1
8046,GTF2A1L,GTF2A1L,"GTF2A1L, NA, ALF",NA,ALF,GTF2A1L,False,GTF2A1L,GTF2A1L,,,,False,GTF2A1L
8047,GTF2A2,GTF2A2,"GTF2A2, NA, TFIIA, HsT18745",NA,"TFIIA, HsT18745",GTF2A2,False,GTF2A2,GTF2A2,,GTF2A2,GTF2A2,False,GTF2A2
8048,GTF2B,GTF2B,"GTF2B, NA, TFIIB",NA,TFIIB,GTF2B,False,GTF2B,GTF2B,,GTF2B,GTF2B,False,GTF2B
8049,GTF2E1,GTF2E1,"GTF2E1, NA, TFIIE-A, FE",NA,"TFIIE-A, FE",GTF2E1,False,GTF2E1,GTF2E1,,GTF2E1,GTF2E1,False,GTF2E1
8050,GTF2E2,GTF2E2,"GTF2E2, NA, TFIIE-B, FE, TF2E2",NA,"TFIIE-B, FE, TF2E2",GTF2E2,False,GTF2E2,GTF2E2,,GTF2E2,GTF2E2,False,GTF2E2
8051,GTF2F1,GTF2F1,"GTF2F1, NA, TFIIF, BTF4, RAP74, TF2F1",NA,"TFIIF, BTF4, RAP74, TF2F1",GTF2F1,False,GTF2F1,GTF2F1,,GTF2F1,GTF2F1,False,GTF2F1
8052,GTF2F2,GTF2F2,"GTF2F2, NA, TFIIF, BTF4, RAP30",NA,"TFIIF, BTF4, RAP30",GTF2F2,False,GTF2F2,GTF2F2,,GTF2F2,GTF2F2,False,GTF2F2
8053,GTF2H1,GTF2H1,"GTF2H1, NA, BTF2, P62, TFIIH",NA,"BTF2, P62, TFIIH",GTF2H1,False,GTF2H1,GTF2H1,,GTF2H1,GTF2H1,False,GTF2H1
8054,GTF2H2,GTF2H2,"GTF2H2, NA, BTF2, TFIIH, BTF2P44, T-BTF2P44, p44",NA,"BTF2, TFIIH, BTF2P44, T-BTF2P44, p44",GTF2H2,False,GTF2H2,GTF2H2,,GTF2H2,GTF2H2,False,GTF2H2
8055,GTF2H2B,,,,,,,GTF2H2B,,,,,False,GTF2H2B
8056,GTF2H2C,GTF2H2C,"GTF2H2C, NA, NA",NA,NA,GTF2H2C,False,GTF2H2C,GTF2H2C,,,,False,GTF2H2C
8057,GTF2H3,GTF2H3,"GTF2H3, NA, BTF2, TFIIH, P34",NA,"BTF2, TFIIH, P34",GTF2H3,False,GTF2H3,GTF2H3,,GTF2H3,GTF2H3,False,GTF2H3
8058,GTF2H4,GTF2H4,"GTF2H4, NA, TFB2, TFIIH, P52",NA,"TFB2, TFIIH, P52",GTF2H4,False,GTF2H4,GTF2H4,,GTF2H4,GTF2H4,False,GTF2H4
8059,GTF2H5,GTF2H5,"GTF2H5, C6orf175, TTD, FLJ30544, bA120J8.2, TTD-A, TFB5, TFIIH, TTDA","C6orf175, TTD","FLJ30544, bA120J8.2, TTD-A, TFB5, TFIIH, TTDA",GTF2H5,False,GTF2H5,GTF2H5,,GTF2H5,GTF2H5,False,GTF2H5
8060,GTF2I,GTF2I,"GTF2I, WBSCR6, TFII-I, BAP-135, SPIN, BTKAP1, DIWS, IB291",WBSCR6,"TFII-I, BAP-135, SPIN, BTKAP1, DIWS, IB291",GTF2I,False,GTF2I,GTF2I,,,,False,GTF2I
8061,GTF2IP1,,,,,,,GTF2IP1,,,,,False,GTF2IP1
635,GTF2IRD1,GTF2IRD1,"GTF2IRD1, WBSCR11, MusTRD1, RBAP2, GTF3, WBSCR12, BEN, Cream1",WBSCR11,"MusTRD1, RBAP2, GTF3, WBSCR12, BEN, Cream1",GTF2IRD1,False,GTF2IRD1,GTF2IRD1,,,,False,GTF2IRD1
8062,GTF2IRD2,GTF2IRD2,"GTF2IRD2, NA, FLJ37938, GTF2IRD2A",NA,"FLJ37938, GTF2IRD2A",GTF2IRD2,False,GTF2IRD2,GTF2IRD2,,,,False,GTF2IRD2
8063,GTF2IRD2B,GTF2IRD2B,"GTF2IRD2B, NA, NA",NA,NA,GTF2IRD2B,False,GTF2IRD2B,GTF2IRD2B,,,,False,GTF2IRD2B
8064,GTF2IRD2P1,,,,,,,GTF2IRD2P1,,,,,False,GTF2IRD2P1
8065,GTF3A,GTF3A,"GTF3A, NA, TFIIIA, AP2",NA,"TFIIIA, AP2",GTF3A,False,GTF3A,GTF3A,,GTF3A,GTF3A,False,GTF3A
8066,GTF3C1,GTF3C1,"GTF3C1, NA, TFIIIC220",NA,TFIIIC220,GTF3C1,False,GTF3C1,GTF3C1,,GTF3C1,GTF3C1,False,GTF3C1
8067,GTF3C2,GTF3C2,"GTF3C2, NA, KIAA0011, TFIIIC110",NA,"KIAA0011, TFIIIC110",GTF3C2,False,GTF3C2,GTF3C2,,GTF3C2,GTF3C2,False,GTF3C2
8068,GTF3C3,GTF3C3,"GTF3C3, NA, TFiiiC2-102, TFIIIC102",NA,"TFiiiC2-102, TFIIIC102",GTF3C3,False,GTF3C3,GTF3C3,,GTF3C3,GTF3C3,False,GTF3C3
8069,GTF3C4,GTF3C4,"GTF3C4, NA, TFIIIC90, KAT12",NA,"TFIIIC90, KAT12",GTF3C4,False,GTF3C4,GTF3C4,,GTF3C4,GTF3C4,False,GTF3C4
8070,GTF3C5,GTF3C5,"GTF3C5, NA, TFiiiC2-63, TFIIIC63, TFIIICepsilon",NA,"TFiiiC2-63, TFIIIC63, TFIIICepsilon",GTF3C5,False,GTF3C5,GTF3C5,,GTF3C5,GTF3C5,False,GTF3C5
8071,GTF3C6,GTF3C6,"GTF3C6, C6orf51, bA397G5.3, TFIIIC35",C6orf51,"bA397G5.3, TFIIIC35",GTF3C6,False,GTF3C6,GTF3C6,,GTF3C6,GTF3C6,False,GTF3C6
8073,GTPBP1,GTPBP1,"GTPBP1, NA, GP-1, HSPC018",NA,"GP-1, HSPC018",GTPBP1,False,GTPBP1,GTPBP1,,,,False,GTPBP1
8072,GTPBP10,GTPBP10,"GTPBP10, NA, DKFZP686A10121, FLJ38242, OBGH2",NA,"DKFZP686A10121, FLJ38242, OBGH2",GTPBP10,False,GTPBP10,GTPBP10,,,,False,GTPBP10
8074,GTPBP2,GTPBP2,"GTPBP2, NA, NA",NA,NA,GTPBP2,False,GTPBP2,GTPBP2,,GTPBP2,GTPBP2,False,GTPBP2
8075,GTPBP3,GTPBP3,"GTPBP3, NA, MSS1, THDF1, GTPBG3, MTGP1, FLJ14700",NA,"MSS1, THDF1, GTPBG3, MTGP1, FLJ14700",GTPBP3,False,GTPBP3,GTPBP3,,GTPBP3,GTPBP3,False,GTPBP3
8076,GTPBP4,,,,,,,GTPBP4,,,,,False,GTPBP4
